ID_hecho,FECHA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO
2016-0001,1/1/2016,CONDUCTOR,MASCULINO,19.0,1/1/2016
2016-0002,1/2/2016,CONDUCTOR,MASCULINO,70.0,1/2/2016
2016-0003,1/3/2016,CONDUCTOR,MASCULINO,30.0,1/3/2016
2016-0004,1/10/2016,CONDUCTOR,MASCULINO,18.0,SD
2016-0005,1/21/2016,CONDUCTOR,MASCULINO,29.0,2/1/2016
2016-0008,1/24/2016,CONDUCTOR,MASCULINO,30.0,1/24/2016
2016-0009,1/24/2016,PASAJERO,MASCULINO,29.0,1/26/2016
2016-0010,1/29/2016,CONDUCTOR,MASCULINO,18.0,1/29/2016
2016-0012,2/8/2016,CONDUCTOR,MASCULINO,22.0,2/8/2016
2016-0013,2/10/2016,PEATON,MASCULINO,16.0,2/10/2016
2016-0015,2/14/2016,PEATON,FEMENINO,16.0,2/14/2016
2016-0016,2/14/2016,PASAJERO,FEMENINO,19.0,2/14/2016
2016-0017,2/15/2016,PEATON,MASCULINO,59.0,2/16/2016
2016-0019,2/17/2016,PEATON,FEMENINO,65.0,2/17/2016
2016-0020,2/17/2016,PEATON,MASCULINO,59.0,3/2/2016
2016-0021,2/17/2016,CONDUCTOR,MASCULINO,34.0,2/17/2016
2016-0022,2/21/2016,PASAJERO,MASCULINO,41.0,SD
2016-0025,2/28/2016,PASAJERO,MASCULINO,34.0,2/28/2016
2016-0026,2/28/2016,CONDUCTOR,MASCULINO,30.0,3/4/2016
2016-0027,2/28/2016,PASAJERO,MASCULINO,34.0,SD
2016-0028,3/2/2016,PEATON,MASCULINO,50.0,3/2/2016
2016-0029,3/4/2016,PEATON,MASCULINO,38.0,3/4/2016
2016-0031,3/8/2016,CONDUCTOR,MASCULINO,21.0,SD
2016-0034,3/12/2016,PEATON,MASCULINO,52.0,3/12/2016
2016-0035,3/13/2016,CONDUCTOR,MASCULINO,34.0,3/13/2016
2016-0036,3/14/2016,PASAJERO,MASCULINO,36.0,3/14/2016
2016-0037,3/19/2016,CONDUCTOR,MASCULINO,20.0,3/19/2016
2016-0038,3/21/2016,PEATON,MASCULINO,29.0,3/21/2016
2016-0039,3/23/2016,CONDUCTOR,MASCULINO,20.0,3/23/2016
2016-0041,3/29/2016,CONDUCTOR,MASCULINO,54.0,3/29/2016
2016-0041,3/29/2016,PASAJERO,MASCULINO,,3/30/2016
2016-0043,3/30/2016,PEATON,FEMENINO,56.0,3/30/2016
2016-0044,3/31/2016,CONDUCTOR,MASCULINO,24.0,3/31/2016
2016-0045,4/11/2016,CONDUCTOR,MASCULINO,,SD
2016-0047,4/15/2016,PEATON,MASCULINO,41.0,4/15/2016
2016-0048,4/15/2016,PEATON,FEMENINO,,SD
2016-0049,4/17/2016,SD,SD,,SD
2016-0050,4/19/2016,PEATON,MASCULINO,78.0,4/19/2016
2016-0051,4/20/2016,CONDUCTOR,MASCULINO,36.0,4/20/2016
2016-0052,4/20/2016,SD,SD,,SD
2016-0053,4/22/2016,PEATON,MASCULINO,38.0,4/22/2016
2016-0054,4/23/2016,CONDUCTOR,MASCULINO,30.0,4/25/2016
2016-0055,4/25/2016,PEATON,MASCULINO,79.0,4/28/2016
2016-0056,4/26/2016,CONDUCTOR,MASCULINO,26.0,4/26/2016
2016-0058,5/4/2016,PEATON,FEMENINO,57.0,5/8/2016
2016-0059,5/8/2016,PEATON,MASCULINO,37.0,5/26/2016
2016-0064,5/14/2016,PEATON,MASCULINO,20.0,SD
2016-0065,5/20/2016,PEATON,MASCULINO,20.0,5/20/2016
2016-0067,5/21/2016,PASAJERO,FEMENINO,30.0,SD
2016-0068,5/22/2016,CONDUCTOR,MASCULINO,58.0,SD
2016-0069,5/23/2016,CONDUCTOR,MASCULINO,30.0,5/23/2016
2016-0073,6/11/2016,CONDUCTOR,MASCULINO,23.0,SD
2016-0074,6/12/2016,CONDUCTOR,MASCULINO,60.0,SD
2016-0075,6/12/2016,PEATON,MASCULINO,42.0,6/12/2016
2016-0076,6/13/2016,PEATON,FEMENINO,53.0,6/13/2016
2016-0077,6/13/2016,PEATON,FEMENINO,,SD
2016-0078,6/13/2016,CONDUCTOR,MASCULINO,30.0,SD
2016-0079,6/16/2016,CONDUCTOR,FEMENINO,51.0,SD
2016-0080,6/18/2016,CONDUCTOR,MASCULINO,60.0,SD
2016-0081,6/22/2016,CONDUCTOR,MASCULINO,40.0,SD
2016-0082,6/27/2016,PEATON,MASCULINO,87.0,7/5/2016
2016-0083,6/28/2016,PEATON,FEMENINO,76.0,6/29/2016
2016-0084,6/29/2016,PEATON,MASCULINO,57.0,7/8/2016
2016-0085,6/29/2016,SD,MASCULINO,,SD
2016-0086,6/30/2016,PEATON,MASCULINO,75.0,7/1/2016
2016-0087,7/3/2016,CONDUCTOR,MASCULINO,23.0,7/3/2016
2016-0088,7/11/2016,PEATON,FEMENINO,70.0,7/14/2016
2016-0089,7/14/2016,PEATON,MASCULINO,35.0,7/14/2016
2016-0090,7/14/2016,PEATON,MASCULINO,60.0,7/15/2016
2016-0092,7/15/2016,CONDUCTOR,MASCULINO,24.0,7/15/2016
2016-0093,7/17/2016,CONDUCTOR,MASCULINO,35.0,7/19/2016
2016-0095,7/23/2016,CONDUCTOR,MASCULINO,29.0,7/23/2016
2016-0096,7/25/2016,CONDUCTOR,MASCULINO,,SD
2016-0097,7/26/2016,PEATON,MASCULINO,80.0,8/12/2016
2016-0098,7/27/2016,CONDUCTOR,FEMENINO,43.0,SD
2016-0099,7/29/2016,CONDUCTOR,MASCULINO,45.0,SD
2016-0100,8/3/2016,CONDUCTOR,MASCULINO,57.0,8/3/2016
2016-0101,8/7/2016,SD,MASCULINO,67.0,SD
2016-0102,8/10/2016,CONDUCTOR,MASCULINO,29.0,SD
2016-0104,8/14/2016,CONDUCTOR,MASCULINO,21.0,8/15/2016
2016-0105,8/17/2016,PEATON,MASCULINO,19.0,8/26/2016
2016-0106,8/19/2016,PEATON,MASCULINO,38.0,SD
2016-0107,8/20/2016,CONDUCTOR,MASCULINO,21.0,SD
2016-0109,8/24/2016,CONDUCTOR,FEMENINO,53.0,8/24/2016
2016-0110,8/24/2016,PEATON,MASCULINO,57.0,SD
2016-0111,8/25/2016,CONDUCTOR,MASCULINO,27.0,8/25/2016
2016-0112,8/27/2016,CONDUCTOR,MASCULINO,24.0,8/27/2016
2016-0113,8/27/2016,PEATON,FEMENINO,60.0,SD
2016-0114,8/31/2016,CICLISTA,FEMENINO,55.0,8/31/2016
2016-0115,9/2/2016,SD,MASCULINO,,SD
2016-0116,9/2/2016,CONDUCTOR,MASCULINO,30.0,9/2/2016
2016-0117,9/3/2016,CONDUCTOR,MASCULINO,43.0,SD
2016-0118,9/4/2016,CONDUCTOR,MASCULINO,27.0,9/4/2016
2016-0119,9/4/2016,PASAJERO,FEMENINO,,SD
2016-0122,9/13/2016,CICLISTA,MASCULINO,49.0,9/13/2016
2016-0123,9/14/2016,CONDUCTOR,FEMENINO,58.0,SD
2016-0124,9/16/2016,PEATON,MASCULINO,67.0,SD
2016-0125,9/17/2016,CONDUCTOR,MASCULINO,30.0,SD
2016-0126,9/18/2016,CONDUCTOR,MASCULINO,37.0,SD
2016-0126,9/18/2016,PASAJERO,MASCULINO,60.0,SD
2016-0127,9/24/2016,PEATON,MASCULINO,50.0,SD
2016-0128,10/2/2016,PEATON,FEMENINO,81.0,10/2/2016
2016-0130,10/4/2016,CONDUCTOR,MASCULINO,29.0,10/4/2016
2016-0131,10/9/2016,PEATON,MASCULINO,35.0,SD
2016-0132,10/10/2016,PASAJERO,MASCULINO,30.0,10/10/2016
2016-0133,10/14/2016,CONDUCTOR,MASCULINO,41.0,10/25/2016
2016-0134,10/23/2016,CONDUCTOR,MASCULINO,25.0,10/23/2016
2016-0135,10/24/2016,PEATON,MASCULINO,29.0,10/25/2016
2016-0136,10/25/2016,CONDUCTOR,SD,,SD
2016-0137,10/25/2016,CONDUCTOR,MASCULINO,30.0,SD
2016-0138,10/27/2016,CICLISTA,FEMENINO,33.0,SD
2016-0139,10/28/2016,PASAJERO,FEMENINO,35.0,SD
2016-0140,10/31/2016,PASAJERO,MASCULINO,20.0,SD
2016-0142,11/5/2016,CONDUCTOR,MASCULINO,46.0,11/5/2016
2016-0143,11/6/2016,CONDUCTOR,MASCULINO,35.0,SD
2016-0144,11/7/2016,PEATON,MASCULINO,83.0,SD
2016-0145,11/7/2016,CONDUCTOR,MASCULINO,39.0,11/7/2016
2016-0146,11/9/2016,PEATON,FEMENINO,29.0,SD
2016-0147,11/16/2016,PASAJERO,MASCULINO,55.0,11/16/2016
2016-0148,11/16/2016,CONDUCTOR,MASCULINO,,SD
2016-0150,11/18/2016,PASAJERO,MASCULINO,41.0,11/18/2016
2016-0151,11/18/2016,PEATON,SD,,SD
2016-0152,11/23/2016,CONDUCTOR,MASCULINO,42.0,11/24/2016
2016-0153,11/25/2016,PEATON,FEMENINO,83.0,11/25/2016
2016-0154,11/26/2016,CONDUCTOR,MASCULINO,38.0,SD
2016-0155,11/26/2016,PEATON,FEMENINO,29.0,SD
2016-0156,11/26/2016,CONDUCTOR,MASCULINO,23.0,11/30/2016
2016-0157,12/3/2016,CONDUCTOR,MASCULINO,23.0,SD
2016-0159,12/4/2016,CONDUCTOR,MASCULINO,23.0,SD
2016-0160,12/6/2016,CONDUCTOR,MASCULINO,29.0,12/6/2016
2016-0161,12/6/2016,PEATON,MASCULINO,50.0,12/6/2016
2016-0162,12/7/2016,PEATON,MASCULINO,38.0,1/1/2017
2016-0163,12/10/2016,CONDUCTOR,MASCULINO,23.0,SD
2016-0164,12/11/2016,CONDUCTOR,MASCULINO,29.0,SD
2016-0165,12/12/2016,CICLISTA,MASCULINO,37.0,SD
2016-0168,12/13/2016,CONDUCTOR,MASCULINO,43.0,12/13/2016
2016-0169,12/15/2016,CONDUCTOR,MASCULINO,24.0,12/16/2016
2016-0170,12/19/2016,PASAJERO,MASCULINO,21.0,12/19/2016
2016-0171,12/25/2016,CONDUCTOR,SD,,SD
2016-0172,12/26/2016,CONDUCTOR,MASCULINO,38.0,12/26/2016
2016-0173,12/26/2016,CONDUCTOR,MASCULINO,35.0,SD
2016-0174,12/27/2016,SD,SD,,SD
2016-0175,12/27/2016,PEATON,FEMENINO,,SD
2016-0176,12/28/2016,CONDUCTOR,MASCULINO,28.0,SD
2016-0177,12/29/2016,PEATON,FEMENINO,27.0,SD
2016-0178,12/30/2016,PEATON,FEMENINO,7.0,SD
2017-0001,1/2/2017,CONDUCTOR,MASCULINO,18.0,1/2/2017
2017-0003,1/5/2017,PASAJERO,MASCULINO,33.0,1/5/2017
2017-0007,1/11/2017,PEATON,MASCULINO,48.0,1/11/2017
2017-0008,1/16/2017,CONDUCTOR,MASCULINO,29.0,1/16/2017
2017-0009,1/16/2017,CONDUCTOR,MASCULINO,36.0,1/16/2017
2017-0010,1/16/2017,CONDUCTOR,MASCULINO,23.0,1/16/2017
2017-0011,1/22/2017,PASAJERO,FEMENINO,29.0,1/22/2017
2017-0012,1/24/2017,CONDUCTOR,MASCULINO,30.0,1/24/2017
2017-0013,1/27/2017,PEATON,MASCULINO,4.0,1/27/2017
2017-0014,1/28/2017,PASAJERO,FEMENINO,22.0,1/28/2017
2017-0015,2/2/2017,PEATON,MASCULINO,82.0,2/21/2017
2017-0016,2/3/2017,CONDUCTOR,MASCULINO,27.0,2/4/2017
2017-0017,2/6/2017,CONDUCTOR,MASCULINO,32.0,2/6/2017
2017-0018,2/9/2017,CONDUCTOR,MASCULINO,30.0,2/9/2017
2017-0021,2/18/2017,CONDUCTOR,MASCULINO,43.0,2/18/2017
2017-0024,2/23/2017,PEATON,MASCULINO,39.0,2/23/2017
2017-0025,2/24/2017,CONDUCTOR,MASCULINO,23.0,2/24/2017
2017-0026,2/26/2017,PASAJERO,FEMENINO,23.0,2/26/2017
2017-0026,2/26/2017,CONDUCTOR,MASCULINO,19.0,2/26/2017
2017-0027,2/26/2017,PEATON,MASCULINO,,2/26/2017
2017-0028,2/28/2017,PEATON,MASCULINO,87.0,2/28/2017
2017-0029,3/7/2017,SD,MASCULINO,34.0,3/7/2017
2017-0030,3/7/2017,CONDUCTOR,FEMENINO,27.0,3/7/2017
2017-0031,3/11/2017,PASAJERO,MASCULINO,70.0,3/11/2017
2017-0032,3/12/2017,PASAJERO,FEMENINO,40.0,3/12/2017
2017-0033,3/12/2017,CONDUCTOR,MASCULINO,28.0,3/12/2017
2017-0034,3/13/2017,PEATON,MASCULINO,43.0,3/13/2017
2017-0035,3/23/2017,CONDUCTOR,MASCULINO,28.0,3/23/2017
2017-0035,3/23/2017,PASAJERO,MASCULINO,32.0,3/23/2017
2017-0035,3/23/2017,PASAJERO,MASCULINO,30.0,3/23/2017
2017-0036,3/29/2017,PASAJERO,FEMENINO,,3/29/2017
2017-0036,3/29/2017,CONDUCTOR,MASCULINO,20.0,3/29/2017
2017-0037,3/31/2017,CONDUCTOR,MASCULINO,41.0,3/31/2017
2017-0038,4/1/2017,CONDUCTOR,FEMENINO,40.0,4/1/2017
2017-0040,4/3/2017,CONDUCTOR,MASCULINO,43.0,4/3/2017
2017-0041,4/3/2017,CONDUCTOR,MASCULINO,17.0,SD
2017-0042,4/10/2017,CONDUCTOR,MASCULINO,,4/10/2017
2017-0045,4/14/2017,CONDUCTOR,MASCULINO,21.0,4/14/2017
2017-0047,4/23/2017,CONDUCTOR,MASCULINO,37.0,4/23/2017
2017-0049,4/27/2017,PEATON,MASCULINO,22.0,4/27/2017
2017-0050,4/28/2017,CONDUCTOR,MASCULINO,46.0,4/28/2017
2017-0050,4/28/2017,PASAJERO,MASCULINO,16.0,4/28/2017
2017-0051,5/1/2017,CONDUCTOR,MASCULINO,33.0,5/1/2017
2017-0052,5/5/2017,PEATON,FEMENINO,47.0,5/5/2017
2017-0053,5/5/2017,CONDUCTOR,MASCULINO,28.0,5/5/2017
2017-0054,5/7/2017,PASAJERO,FEMENINO,20.0,5/7/2017
2017-0055,5/9/2017,CONDUCTOR,MASCULINO,32.0,5/9/2017
2017-0058,5/9/2017,PEATON,MASCULINO,80.0,5/9/2017
2017-0059,5/11/2017,PEATON,FEMENINO,39.0,5/11/2017
2017-0060,5/13/2017,PASAJERO,MASCULINO,30.0,5/13/2017
2017-0061,5/15/2017,PEATON,MASCULINO,47.0,5/16/2017
2017-0062,5/15/2017,CONDUCTOR,MASCULINO,35.0,5/15/2017
2017-0063,5/17/2017,PEATON,FEMENINO,79.0,5/17/2017
2017-0064,5/20/2017,PASAJERO,MASCULINO,61.0,5/20/2017
2017-0065,5/22/2017,CICLISTA,MASCULINO,21.0,5/22/2017
2017-0066,5/22/2017,PEATON,MASCULINO,10.0,5/22/2017
2017-0067,5/23/2017,CONDUCTOR,MASCULINO,21.0,5/23/2017
2017-0068,5/27/2017,CONDUCTOR,MASCULINO,32.0,5/27/2017
2017-0069,5/29/2017,CONDUCTOR,MASCULINO,39.0,5/29/2017
2017-0070,5/30/2017,PEATON,MASCULINO,80.0,5/31/2017
2017-0072,6/3/2017,CONDUCTOR,MASCULINO,25.0,6/3/2017
2017-0073,6/4/2017,CONDUCTOR,MASCULINO,19.0,6/4/2017
2017-0074,6/4/2017,SD,MASCULINO,70.0,6/4/2017
2017-0075,6/12/2017,PEATON,MASCULINO,55.0,6/12/2017
2017-0076,6/13/2017,PEATON,FEMENINO,30.0,6/13/2017
2017-0077,6/17/2017,CONDUCTOR,FEMENINO,60.0,6/18/2017
2017-0079,6/19/2017,CONDUCTOR,MASCULINO,33.0,6/19/2017
2017-0080,6/22/2017,PEATON,FEMENINO,95.0,6/22/2017
2017-0082,6/25/2017,PEATON,MASCULINO,36.0,6/25/2017
2017-0083,7/4/2017,CONDUCTOR,MASCULINO,37.0,7/4/2017
2017-0084,7/5/2017,PEATON,FEMENINO,73.0,7/5/2017
2017-0085,7/7/2017,PEATON,MASCULINO,84.0,7/7/2017
2017-0086,7/9/2017,PEATON,FEMENINO,30.0,7/9/2017
2017-0087,7/10/2017,PEATON,FEMENINO,73.0,7/10/2017
2017-0088,7/10/2017,PEATON,MASCULINO,43.0,7/10/2017
2017-0089,7/13/2017,SD,MASCULINO,23.0,SD
2017-0090,7/15/2017,PEATON,MASCULINO,22.0,7/15/2017
2017-0091,7/15/2017,CONDUCTOR,MASCULINO,58.0,7/15/2017
2017-0092,7/24/2017,PEATON,MASCULINO,66.0,7/24/2017
2017-0093,7/25/2017,PEATON,MASCULINO,,7/25/2017
2017-0094,7/27/2017,CICLISTA,FEMENINO,56.0,7/27/2017
2017-0095,8/6/2017,CONDUCTOR,MASCULINO,36.0,8/6/2017
2017-0096,8/7/2017,PEATON,MASCULINO,87.0,8/7/2017
2017-0098,8/8/2017,PEATON,FEMENINO,61.0,8/8/2017
2017-0099,8/17/2017,CICLISTA,MASCULINO,28.0,8/17/2017
2017-0100,8/21/2017,PASAJERO,FEMENINO,16.0,8/21/2017
2017-0101,8/23/2017,PEATON,FEMENINO,61.0,8/23/2017
2017-0102,8/24/2017,PEATON,MASCULINO,46.0,8/24/2017
2017-0104,8/25/2017,PEATON,FEMENINO,18.0,8/25/2017
2017-0106,8/31/2017,PEATON,FEMENINO,85.0,8/31/2017
2017-0107,9/1/2017,CONDUCTOR,MASCULINO,41.0,9/1/2017
2017-0108,9/2/2017,PASAJERO,MASCULINO,17.0,9/2/2017
2017-0108,9/2/2017,PASAJERO,MASCULINO,10.0,9/2/2017
2017-0109,9/4/2017,CONDUCTOR,MASCULINO,21.0,9/5/2017
2017-0110,9/6/2017,PEATON,MASCULINO,56.0,9/7/2017
2017-0111,9/7/2017,PEATON,FEMENINO,79.0,9/7/2017
2017-0112,9/10/2017,PASAJERO,MASCULINO,1.0,SD
2017-0112,9/10/2017,PASAJERO,MASCULINO,,9/13/2017
2017-0113,9/11/2017,PEATON,FEMENINO,76.0,9/11/2017
