ID_hecho,FECHA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,gen_bin,AAAA,MES,AÃ‘O_FALLECIMIENTO,MES_FALLECIMIENTO
2017-0123,2017-10-10,PEATON,FEMENINO,36.0,2017-10-10,1.0,2017,10,2017.0,10.0
2017-0124,2017-10-12,CONDUCTOR,MASCULINO,51.0,2017-10-12,0.0,2017,10,2017.0,10.0
2017-0125,2017-10-13,CONDUCTOR,MASCULINO,29.0,2017-10-13,0.0,2017,10,2017.0,10.0
2017-0126,2017-10-14,PASAJERO,MASCULINO,39.0,,0.0,2017,10,,
2017-0126,2017-10-14,CONDUCTOR,MASCULINO,36.0,2017-10-14,0.0,2017,10,2017.0,10.0
2017-0127,2017-10-16,PASAJERO,MASCULINO,24.0,2017-10-16,0.0,2017,10,2017.0,10.0
2017-0128,2017-10-17,PEATON,FEMENINO,60.0,2017-10-17,1.0,2017,10,2017.0,10.0
2017-0129,2017-10-26,CONDUCTOR,MASCULINO,57.0,2017-10-26,0.0,2017,10,2017.0,10.0
2017-0130,2017-10-27,CONDUCTOR,MASCULINO,23.0,2017-10-27,0.0,2017,10,2017.0,10.0
2017-0132,2017-10-30,CONDUCTOR,MASCULINO,23.0,2017-10-30,0.0,2017,10,2017.0,10.0
2017-0134,2017-11-06,PEATON,FEMENINO,47.0,2017-11-06,1.0,2017,11,2017.0,11.0
2017-0135,2017-11-07,CONDUCTOR,MASCULINO,24.0,2017-11-07,0.0,2017,11,2017.0,11.0
2017-0136,2017-11-16,PEATON,MASCULINO,55.0,2017-11-16,0.0,2017,11,2017.0,11.0
2017-0137,2017-11-17,PEATON,FEMENINO,60.0,2017-11-17,1.0,2017,11,2017.0,11.0
2017-0138,2017-11-19,PASAJERO,MASCULINO,25.0,2017-11-19,0.0,2017,11,2017.0,11.0
2017-0139,2017-11-19,PASAJERO,FEMENINO,15.0,2017-11-19,1.0,2017,11,2017.0,11.0
2017-0140,2017-11-19,CONDUCTOR,MASCULINO,24.0,2017-11-19,0.0,2017,11,2017.0,11.0
2017-0141,2017-11-23,PEATON,FEMENINO,22.0,2017-11-23,1.0,2017,11,2017.0,11.0
2017-0143,2017-11-25,CONDUCTOR,MASCULINO,50.0,2017-11-25,0.0,2017,11,2017.0,11.0
2017-0144,2017-11-26,PASAJERO,FEMENINO,50.0,2017-11-26,1.0,2017,11,2017.0,11.0
2017-0145,2017-11-26,CONDUCTOR,MASCULINO,58.0,2017-11-26,0.0,2017,11,2017.0,11.0
2017-0147,2017-11-28,CONDUCTOR,MASCULINO,49.0,2017-11-28,0.0,2017,11,2017.0,11.0
2017-0148,2017-11-29,PEATON,FEMENINO,82.0,2017-11-29,1.0,2017,11,2017.0,11.0
2017-0149,2017-11-30,PEATON,MASCULINO,13.0,2017-11-30,0.0,2017,11,2017.0,11.0
2017-0150,2017-12-04,PEATON,MASCULINO,56.0,2017-12-04,0.0,2017,12,2017.0,12.0
2017-0151,2017-12-04,PEATON,MASCULINO,,2017-12-04,0.0,2017,12,2017.0,12.0
2017-0152,2017-12-06,CICLISTA,MASCULINO,19.0,2017-12-06,0.0,2017,12,2017.0,12.0
2017-0153,2017-12-11,PASAJERO,MASCULINO,,2017-12-12,0.0,2017,12,2017.0,12.0
2017-0153,2017-12-11,CONDUCTOR,MASCULINO,30.0,2017-12-12,0.0,2017,12,2017.0,12.0
2017-0154,2017-12-11,PEATON,MASCULINO,76.0,2017-12-11,0.0,2017,12,2017.0,12.0
2017-0155,2017-12-12,SD,MASCULINO,77.0,,0.0,2017,12,,
2017-0157,2017-12-17,CONDUCTOR,MASCULINO,53.0,2017-12-17,0.0,2017,12,2017.0,12.0
2017-0158,2017-12-18,CONDUCTOR,MASCULINO,32.0,2017-12-18,0.0,2017,12,2017.0,12.0
2017-0159,2017-12-20,CONDUCTOR,MASCULINO,27.0,2017-12-20,0.0,2017,12,2017.0,12.0
2017-0160,2017-12-22,PEATON,FEMENINO,30.0,2017-12-22,1.0,2017,12,2017.0,12.0
2017-0161,2017-12-26,PEATON,FEMENINO,30.0,2017-12-26,1.0,2017,12,2017.0,12.0
2018-0001,2018-01-01,PEATON,MASCULINO,83.0,2018-01-02,0.0,2018,1,2018.0,1.0
2018-0002,2018-01-03,CICLISTA,FEMENINO,26.0,2018-01-03,1.0,2018,1,2018.0,1.0
2018-0003,2018-01-05,PEATON,FEMENINO,58.0,2018-01-05,1.0,2018,1,2018.0,1.0
2018-0004,2018-01-09,CONDUCTOR,MASCULINO,39.0,2018-01-09,0.0,2018,1,2018.0,1.0
2018-0005,2018-01-09,PEATON,MASCULINO,54.0,2018-01-09,0.0,2018,1,2018.0,1.0
2018-0006,2018-01-10,CICLISTA,FEMENINO,45.0,2018-01-10,1.0,2018,1,2018.0,1.0
2018-0007,2018-01-11,CONDUCTOR,MASCULINO,46.0,2018-01-11,0.0,2018,1,2018.0,1.0
2018-0008,2018-01-12,CONDUCTOR,FEMENINO,32.0,2018-01-12,1.0,2018,1,2018.0,1.0
2018-0009,2018-01-14,CONDUCTOR,MASCULINO,19.0,2018-01-14,0.0,2018,1,2018.0,1.0
2018-0010,2018-01-18,CONDUCTOR,MASCULINO,40.0,2018-01-18,0.0,2018,1,2018.0,1.0
2018-0011,2018-01-19,PEATON,MASCULINO,84.0,2018-01-19,0.0,2018,1,2018.0,1.0
2018-0012,2018-01-26,CONDUCTOR,MASCULINO,20.0,2018-01-26,0.0,2018,1,2018.0,1.0
2018-0013,2018-01-28,CONDUCTOR,MASCULINO,44.0,2018-01-28,0.0,2018,1,2018.0,1.0
2018-0014,2018-01-31,PEATON,MASCULINO,,2018-02-04,0.0,2018,1,2018.0,2.0
2018-0015,2018-02-06,CONDUCTOR,MASCULINO,28.0,2018-02-06,0.0,2018,2,2018.0,2.0
2018-0015,2018-02-06,PASAJERO,MASCULINO,19.0,2018-02-06,0.0,2018,2,2018.0,2.0
2018-0016,2018-02-15,CONDUCTOR,MASCULINO,31.0,2018-02-15,0.0,2018,2,2018.0,2.0
2018-0017,2018-02-17,PEATON,MASCULINO,35.0,2018-02-20,0.0,2018,2,2018.0,2.0
2018-0018,2018-02-17,CONDUCTOR,MASCULINO,26.0,2018-02-17,0.0,2018,2,2018.0,2.0
2018-0019,2018-02-17,PEATON,FEMENINO,80.0,2018-02-17,1.0,2018,2,2018.0,2.0
2018-0020,2018-02-19,CONDUCTOR,MASCULINO,26.0,2018-02-19,0.0,2018,2,2018.0,2.0
2018-0021,2018-02-22,PEATON,FEMENINO,62.0,2018-02-22,1.0,2018,2,2018.0,2.0
2018-0022,2018-02-24,CONDUCTOR,MASCULINO,28.0,2018-02-24,0.0,2018,2,2018.0,2.0
2018-0023,2018-02-24,CONDUCTOR,MASCULINO,28.0,2018-02-24,0.0,2018,2,2018.0,2.0
2018-0024,2018-02-28,PEATON,MASCULINO,70.0,2018-02-28,0.0,2018,2,2018.0,2.0
2018-0025,2018-03-04,PEATON,MASCULINO,70.0,2018-03-05,0.0,2018,3,2018.0,3.0
2018-0026,2018-03-09,CONDUCTOR,MASCULINO,24.0,2018-03-09,0.0,2018,3,2018.0,3.0
2018-0026,2018-03-09,PASAJERO,MASCULINO,30.0,2018-03-09,0.0,2018,3,2018.0,3.0
2018-0027,2018-03-11,PEATON,FEMENINO,74.0,2018-03-11,1.0,2018,3,2018.0,3.0
2018-0028,2018-03-13,PEATON,MASCULINO,71.0,2018-03-13,0.0,2018,3,2018.0,3.0
2018-0029,2018-03-15,CONDUCTOR,MASCULINO,26.0,2018-03-15,0.0,2018,3,2018.0,3.0
2018-0030,2018-03-20,CONDUCTOR,MASCULINO,24.0,2018-03-20,0.0,2018,3,2018.0,3.0
2018-0031,2018-03-28,CONDUCTOR,MASCULINO,31.0,2018-03-28,0.0,2018,3,2018.0,3.0
2018-0032,2018-04-02,PEATON,MASCULINO,70.0,2018-04-02,0.0,2018,4,2018.0,4.0
2018-0033,2018-04-07,CONDUCTOR,FEMENINO,42.0,2018-04-10,1.0,2018,4,2018.0,4.0
2018-0034,2018-04-11,PEATON,MASCULINO,24.0,2018-04-11,0.0,2018,4,2018.0,4.0
2018-0035,2018-04-12,PEATON,FEMENINO,39.0,2018-04-12,1.0,2018,4,2018.0,4.0
2018-0036,2018-04-13,CONDUCTOR,MASCULINO,37.0,2018-04-15,0.0,2018,4,2018.0,4.0
2018-0037,2018-04-18,PEATON,MASCULINO,84.0,2018-04-19,0.0,2018,4,2018.0,4.0
2018-0038,2018-04-20,PEATON,FEMENINO,59.0,2018-04-20,1.0,2018,4,2018.0,4.0
2018-0038,2018-04-20,PEATON,MASCULINO,61.0,2018-04-20,0.0,2018,4,2018.0,4.0
2018-0039,2018-04-21,PEATON,MASCULINO,37.0,2018-04-21,0.0,2018,4,2018.0,4.0
2018-0040,2018-04-27,PEATON,FEMENINO,,2018-04-27,1.0,2018,4,2018.0,4.0
2018-0041,2018-04-27,PEATON,FEMENINO,78.0,2018-04-27,1.0,2018,4,2018.0,4.0
2018-0042,2018-04-27,PASAJERO,MASCULINO,23.0,2018-04-27,0.0,2018,4,2018.0,4.0
2018-0043,2018-04-28,CONDUCTOR,MASCULINO,25.0,2018-04-29,0.0,2018,4,2018.0,4.0
2018-0044,2018-04-28,PEATON,FEMENINO,50.0,2018-04-28,1.0,2018,4,2018.0,4.0
2018-0045,2018-04-30,CONDUCTOR,MASCULINO,60.0,2018-04-30,0.0,2018,4,2018.0,4.0
2018-0046,2018-05-02,PEATON,MASCULINO,11.0,2018-05-02,0.0,2018,5,2018.0,5.0
2018-0047,2018-05-08,PEATON,MASCULINO,82.0,2018-05-09,0.0,2018,5,2018.0,5.0
2018-0048,2018-05-09,PEATON,MASCULINO,57.0,2018-05-16,0.0,2018,5,2018.0,5.0
2018-0049,2018-05-11,PEATON,FEMENINO,40.0,2018-05-13,1.0,2018,5,2018.0,5.0
2018-0050,2018-05-14,PEATON,FEMENINO,47.0,2018-05-24,1.0,2018,5,2018.0,5.0
2018-0051,2018-05-15,PEATON,FEMENINO,57.0,2018-05-15,1.0,2018,5,2018.0,5.0
2018-0052,2018-05-18,PEATON,MASCULINO,78.0,2018-05-19,0.0,2018,5,2018.0,5.0
2018-0053,2018-05-20,CONDUCTOR,MASCULINO,43.0,2018-05-20,0.0,2018,5,2018.0,5.0
2018-0054,2018-05-22,PEATON,FEMENINO,86.0,2018-05-25,1.0,2018,5,2018.0,5.0
2018-0055,2018-05-29,CONDUCTOR,MASCULINO,21.0,2018-05-29,0.0,2018,5,2018.0,5.0
2018-0056,2018-06-02,PEATON,FEMENINO,69.0,2018-06-04,1.0,2018,6,2018.0,6.0
2018-0057,2018-06-03,CONDUCTOR,MASCULINO,33.0,2018-06-04,0.0,2018,6,2018.0,6.0
2018-0058,2018-06-03,CONDUCTOR,MASCULINO,26.0,2018-06-13,0.0,2018,6,2018.0,6.0
2018-0059,2018-06-08,CONDUCTOR,MASCULINO,54.0,2018-06-08,0.0,2018,6,2018.0,6.0
2018-0060,2018-06-08,PEATON,MASCULINO,51.0,2018-06-08,0.0,2018,6,2018.0,6.0
2018-0061,2018-06-10,CONDUCTOR,MASCULINO,51.0,2018-06-10,0.0,2018,6,2018.0,6.0
2018-0062,2018-06-14,PEATON,MASCULINO,32.0,2018-06-14,0.0,2018,6,2018.0,6.0
2018-0063,2018-06-16,PEATON,FEMENINO,28.0,2018-06-17,1.0,2018,6,2018.0,6.0
2018-0064,2018-06-25,CONDUCTOR,MASCULINO,30.0,2018-06-25,0.0,2018,6,2018.0,6.0
2018-0065,2018-06-26,CONDUCTOR,MASCULINO,35.0,2018-06-26,0.0,2018,6,2018.0,6.0
2018-0066,2018-06-28,PEATON,MASCULINO,73.0,2018-06-28,0.0,2018,6,2018.0,6.0
2018-0067,2018-06-29,PASAJERO,FEMENINO,81.0,2018-07-06,1.0,2018,6,2018.0,7.0
2018-0068,2018-07-01,CONDUCTOR,MASCULINO,21.0,2018-07-01,0.0,2018,7,2018.0,7.0
2018-0069,2018-07-04,CICLISTA,MASCULINO,20.0,2018-07-04,0.0,2018,7,2018.0,7.0
2018-0070,2018-07-07,CONDUCTOR,MASCULINO,33.0,2018-07-07,0.0,2018,7,2018.0,7.0
2018-0071,2018-07-10,CONDUCTOR,MASCULINO,,2018-07-10,0.0,2018,7,2018.0,7.0
2018-0072,2018-07-11,CONDUCTOR,MASCULINO,27.0,2018-07-13,0.0,2018,7,2018.0,7.0
2018-0073,2018-07-11,PEATON,FEMENINO,67.0,2018-07-11,1.0,2018,7,2018.0,7.0
2018-0074,2018-07-14,CONDUCTOR,MASCULINO,25.0,2018-07-14,0.0,2018,7,2018.0,7.0
2018-0075,2018-07-15,PEATON,MASCULINO,23.0,2018-07-15,0.0,2018,7,2018.0,7.0
2018-0076,2018-07-16,CONDUCTOR,MASCULINO,73.0,2018-07-16,0.0,2018,7,2018.0,7.0
2018-0077,2018-07-16,CONDUCTOR,MASCULINO,58.0,2018-07-17,0.0,2018,7,2018.0,7.0
2018-0078,2018-07-21,PEATON,MASCULINO,27.0,2018-07-21,0.0,2018,7,2018.0,7.0
2018-0079,2018-07-23,PEATON,MASCULINO,,2018-07-23,0.0,2018,7,2018.0,7.0
2018-0080,2018-07-25,PEATON,MASCULINO,26.0,2018-07-25,0.0,2018,7,2018.0,7.0
2018-0081,2018-07-29,PEATON,MASCULINO,35.0,2018-07-29,0.0,2018,7,2018.0,7.0
2018-0082,2018-08-01,CONDUCTOR,FEMENINO,17.0,2018-08-01,1.0,2018,8,2018.0,8.0
2018-0083,2018-08-02,CONDUCTOR,MASCULINO,,2018-08-02,0.0,2018,8,2018.0,8.0
2018-0084,2018-08-03,PEATON,MASCULINO,45.0,2018-08-03,0.0,2018,8,2018.0,8.0
2018-0085,2018-08-03,PASAJERO,FEMENINO,22.0,2018-08-03,1.0,2018,8,2018.0,8.0
2018-0085,2018-08-03,CONDUCTOR,MASCULINO,30.0,2018-08-03,0.0,2018,8,2018.0,8.0
2018-0086,2018-08-10,PEATON,MASCULINO,40.0,2018-08-10,0.0,2018,8,2018.0,8.0
2018-0087,2018-08-15,PEATON,MASCULINO,75.0,2018-08-20,0.0,2018,8,2018.0,8.0
2018-0088,2018-08-17,CONDUCTOR,MASCULINO,,2018-08-17,0.0,2018,8,2018.0,8.0
2018-0089,2018-08-17,PEATON,MASCULINO,80.0,2018-08-17,0.0,2018,8,2018.0,8.0
2018-0090,2018-08-18,CONDUCTOR,MASCULINO,27.0,2018-08-18,0.0,2018,8,2018.0,8.0
2018-0091,2018-08-19,PASAJERO,FEMENINO,23.0,2018-08-19,1.0,2018,8,2018.0,8.0
2018-0092,2018-08-20,CONDUCTOR,MASCULINO,23.0,2018-08-20,0.0,2018,8,2018.0,8.0
2018-0093,2018-08-20,PEATON,MASCULINO,24.0,2018-08-20,0.0,2018,8,2018.0,8.0
2018-0094,2018-08-23,CONDUCTOR,MASCULINO,32.0,2018-08-23,0.0,2018,8,2018.0,8.0
2018-0095,2018-08-26,PASAJERO,FEMENINO,49.0,2018-08-26,1.0,2018,8,2018.0,8.0
2018-0096,2018-08-31,PEATON,MASCULINO,39.0,2018-08-31,0.0,2018,8,2018.0,8.0
2018-0097,2018-09-02,CONDUCTOR,FEMENINO,35.0,2018-09-02,1.0,2018,9,2018.0,9.0
2018-0098,2018-09-09,CONDUCTOR,MASCULINO,55.0,2018-09-09,0.0,2018,9,2018.0,9.0
2018-0098,2018-09-09,PASAJERO,MASCULINO,54.0,2018-09-09,0.0,2018,9,2018.0,9.0
2018-0099,2018-09-12,PEATON,MASCULINO,18.0,2018-09-13,0.0,2018,9,2018.0,9.0
2018-0100,2018-09-20,SD,FEMENINO,33.0,2018-09-20,1.0,2018,9,2018.0,9.0
2018-0101,2018-09-21,CONDUCTOR,MASCULINO,,2018-09-21,0.0,2018,9,2018.0,9.0
2018-0102,2018-09-21,CONDUCTOR,MASCULINO,20.0,2018-09-21,0.0,2018,9,2018.0,9.0
2018-0103,2018-09-27,PEATON,MASCULINO,1.0,2018-09-29,0.0,2018,9,2018.0,9.0
2018-0104,2018-10-01,CONDUCTOR,MASCULINO,22.0,2018-10-01,0.0,2018,10,2018.0,10.0
2018-0105,2018-10-03,PEATON,FEMENINO,56.0,2018-10-03,1.0,2018,10,2018.0,10.0
2018-0106,2018-10-04,CONDUCTOR,MASCULINO,27.0,2018-10-04,0.0,2018,10,2018.0,10.0
2018-0107,2018-10-06,PEATON,FEMENINO,62.0,2018-10-06,1.0,2018,10,2018.0,10.0
2018-0108,2018-10-09,CONDUCTOR,MASCULINO,37.0,2018-10-10,0.0,2018,10,2018.0,10.0
2018-0109,2018-10-10,PEATON,MASCULINO,34.0,2018-10-10,0.0,2018,10,2018.0,10.0
2018-0110,2018-10-13,PEATON,MASCULINO,60.0,2018-10-14,0.0,2018,10,2018.0,10.0
2018-0111,2018-10-19,CONDUCTOR,MASCULINO,28.0,2018-10-19,0.0,2018,10,2018.0,10.0
2018-0112,2018-10-24,CONDUCTOR,FEMENINO,28.0,2018-10-24,1.0,2018,10,2018.0,10.0
2018-0113,2018-10-25,CONDUCTOR,MASCULINO,20.0,2018-10-25,0.0,2018,10,2018.0,10.0
2018-0114,2018-10-30,CONDUCTOR,MASCULINO,23.0,2018-10-30,0.0,2018,10,2018.0,10.0
2018-0115,2018-10-31,PEATON,MASCULINO,42.0,2018-11-01,0.0,2018,10,2018.0,11.0
2018-0116,2018-11-01,PEATON,MASCULINO,48.0,2018-11-08,0.0,2018,11,2018.0,11.0
2018-0117,2018-11-04,CONDUCTOR,MASCULINO,30.0,2018-11-08,0.0,2018,11,2018.0,11.0
2018-0118,2018-11-05,PEATON,FEMENINO,80.0,2018-11-05,1.0,2018,11,2018.0,11.0
2018-0119,2018-11-05,PEATON,FEMENINO,32.0,2018-11-06,1.0,2018,11,2018.0,11.0
2018-0120,2018-11-09,PEATON,FEMENINO,51.0,2018-11-20,1.0,2018,11,2018.0,11.0
2018-0121,2018-11-09,PEATON,FEMENINO,72.0,2018-11-09,1.0,2018,11,2018.0,11.0
2018-0122,2018-11-12,CONDUCTOR,MASCULINO,33.0,2018-11-12,0.0,2018,11,2018.0,11.0
2018-0123,2018-11-12,CONDUCTOR,MASCULINO,25.0,2018-11-12,0.0,2018,11,2018.0,11.0
2018-0124,2018-11-15,CONDUCTOR,MASCULINO,44.0,2018-11-15,0.0,2018,11,2018.0,11.0
2018-0125,2018-11-16,PEATON,MASCULINO,29.0,2018-11-17,0.0,2018,11,2018.0,11.0
2018-0126,2018-11-18,CONDUCTOR,MASCULINO,27.0,2018-11-23,0.0,2018,11,2018.0,11.0
2018-0127,2018-11-19,CONDUCTOR,MASCULINO,29.0,2018-11-19,0.0,2018,11,2018.0,11.0
2018-0128,2018-11-25,PASAJERO,MASCULINO,49.0,2018-11-25,0.0,2018,11,2018.0,11.0
2018-0128,2018-11-25,PASAJERO,FEMENINO,39.0,2018-11-25,1.0,2018,11,2018.0,11.0
2018-0129,2018-11-28,CONDUCTOR,MASCULINO,37.0,2018-11-30,0.0,2018,11,2018.0,11.0
2018-0130,2018-12-03,CONDUCTOR,MASCULINO,,2018-12-03,0.0,2018,12,2018.0,12.0
2018-0131,2018-12-07,CONDUCTOR,MASCULINO,29.0,2018-12-07,0.0,2018,12,2018.0,12.0
2018-0132,2018-12-12,PEATON,MASCULINO,70.0,2018-12-12,0.0,2018,12,2018.0,12.0
2018-0133,2018-12-12,PEATON,FEMENINO,60.0,2018-12-12,1.0,2018,12,2018.0,12.0
2018-0134,2018-12-12,PEATON,MASCULINO,56.0,2018-12-13,0.0,2018,12,2018.0,12.0
2018-0135,2018-12-18,PEATON,MASCULINO,80.0,2018-12-22,0.0,2018,12,2018.0,12.0
2018-0136,2018-12-18,PEATON,FEMENINO,70.0,2018-12-18,1.0,2018,12,2018.0,12.0
2018-0137,2018-12-18,PASAJERO,MASCULINO,29.0,2018-12-19,0.0,2018,12,2018.0,12.0
2018-0138,2018-12-21,PASAJERO,FEMENINO,79.0,2018-12-21,1.0,2018,12,2018.0,12.0
2018-0139,2018-12-22,PASAJERO,MASCULINO,28.0,2018-12-24,0.0,2018,12,2018.0,12.0
2018-0140,2018-12-22,CONDUCTOR,MASCULINO,78.0,2018-12-22,0.0,2018,12,2018.0,12.0
2018-0141,2018-12-22,PEATON,MASCULINO,75.0,2018-12-24,0.0,2018,12,2018.0,12.0
2018-0142,2018-12-25,PASAJERO,MASCULINO,32.0,2019-01-01,0.0,2018,12,2019.0,1.0
2018-0143,2018-12-29,CONDUCTOR,MASCULINO,22.0,2018-12-29,0.0,2018,12,2018.0,12.0
2019-0001,2019-01-08,CONDUCTOR,MASCULINO,25.0,2019-01-08,0.0,2019,1,2019.0,1.0
2019-0002,2019-01-09,CONDUCTOR,MASCULINO,32.0,2019-01-09,0.0,2019,1,2019.0,1.0
2019-0003,2019-01-12,CONDUCTOR,MASCULINO,23.0,2019-01-12,0.0,2019,1,2019.0,1.0
2019-0004,2019-01-14,CONDUCTOR,MASCULINO,71.0,2019-01-14,0.0,2019,1,2019.0,1.0
2019-0005,2019-01-19,CONDUCTOR,MASCULINO,43.0,2019-01-19,0.0,2019,1,2019.0,1.0
2019-0006,2019-01-23,PEATON,FEMENINO,12.0,2019-01-23,1.0,2019,1,2019.0,1.0
2019-0007,2019-01-26,CONDUCTOR,MASCULINO,35.0,2019-01-26,0.0,2019,1,2019.0,1.0
2019-0008,2019-01-30,CONDUCTOR,MASCULINO,42.0,2019-01-31,0.0,2019,1,2019.0,1.0
2019-0009,2019-01-31,CONDUCTOR,MASCULINO,34.0,2019-01-31,0.0,2019,1,2019.0,1.0
2019-0010,2019-02-02,PEATON,MASCULINO,,2019-02-02,0.0,2019,2,2019.0,2.0
2019-0010,2019-02-02,PEATON,MASCULINO,59.0,2019-02-02,0.0,2019,2,2019.0,2.0
2019-0011,2019-02-10,PEATON,MASCULINO,,2019-02-10,0.0,2019,2,2019.0,2.0
2019-0012,2019-02-17,CONDUCTOR,MASCULINO,31.0,2019-02-20,0.0,2019,2,2019.0,2.0
2019-0013,2019-02-20,PEATON,MASCULINO,39.0,2019-03-02,0.0,2019,2,2019.0,3.0
2019-0014,2019-02-20,CONDUCTOR,MASCULINO,69.0,2019-02-20,0.0,2019,2,2019.0,2.0
2019-0015,2019-02-23,CONDUCTOR,MASCULINO,21.0,2019-02-23,0.0,2019,2,2019.0,2.0
2019-0016,2019-02-24,CONDUCTOR,MASCULINO,40.0,2019-02-24,0.0,2019,2,2019.0,2.0
2019-0017,2019-03-03,CONDUCTOR,MASCULINO,22.0,2019-03-07,0.0,2019,3,2019.0,3.0
2019-0018,2019-03-03,PEATON,FEMENINO,29.0,2019-03-03,1.0,2019,3,2019.0,3.0
2019-0019,2019-03-06,CONDUCTOR,MASCULINO,,,0.0,2019,3,,
2019-0020,2019-03-07,CONDUCTOR,MASCULINO,43.0,2019-03-07,0.0,2019,3,2019.0,3.0
2019-0021,2019-03-15,CONDUCTOR,MASCULINO,23.0,2019-03-16,0.0,2019,3,2019.0,3.0
2019-0022,2019-03-15,PASAJERO,MASCULINO,,2019-03-15,0.0,2019,3,2019.0,3.0
2019-0023,2019-03-16,CONDUCTOR,MASCULINO,34.0,2019-03-16,0.0,2019,3,2019.0,3.0
2019-0024,2019-03-19,CONDUCTOR,MASCULINO,32.0,2019-03-19,0.0,2019,3,2019.0,3.0
2019-0025,2019-03-22,PEATON,MASCULINO,27.0,2019-04-04,0.0,2019,3,2019.0,4.0
2019-0026,2019-03-28,PEATON,MASCULINO,,2019-03-28,0.0,2019,3,2019.0,3.0
2019-0027,2019-03-28,CICLISTA,MASCULINO,37.0,2019-03-28,0.0,2019,3,2019.0,3.0
2019-0028,2019-04-06,PEATON,FEMENINO,,2019-04-06,1.0,2019,4,2019.0,4.0
2019-0029,2019-04-07,CONDUCTOR,MASCULINO,27.0,2019-04-07,0.0,2019,4,2019.0,4.0
2019-0030,2019-04-09,CONDUCTOR,MASCULINO,25.0,2019-04-09,0.0,2019,4,2019.0,4.0
2019-0031,2019-04-12,CICLISTA,MASCULINO,20.0,2019-04-12,0.0,2019,4,2019.0,4.0
2019-0032,2019-04-16,PEATON,FEMENINO,83.0,2019-04-18,1.0,2019,4,2019.0,4.0
2019-0033,2019-04-18,CONDUCTOR,MASCULINO,25.0,2019-04-18,0.0,2019,4,2019.0,4.0
2019-0034,2019-04-21,CONDUCTOR,MASCULINO,,2019-04-21,0.0,2019,4,2019.0,4.0
2019-0035,2019-04-23,PEATON,FEMENINO,75.0,2019-04-23,1.0,2019,4,2019.0,4.0
2019-0036,2019-04-26,CONDUCTOR,MASCULINO,34.0,2019-05-02,0.0,2019,4,2019.0,5.0
2019-0037,2019-05-01,CONDUCTOR,MASCULINO,17.0,2019-05-01,0.0,2019,5,2019.0,5.0
2019-0038,2019-05-04,PEATON,FEMENINO,42.0,2019-05-05,1.0,2019,5,2019.0,5.0
2019-0105,2019-05-05,PEATON,FEMENINO,82.0,2019-05-08,1.0,2019,5,2019.0,5.0
2019-0039,2019-05-09,CONDUCTOR,MASCULINO,28.0,2019-05-09,0.0,2019,5,2019.0,5.0
2019-0040,2019-05-09,CONDUCTOR,MASCULINO,44.0,2019-05-15,0.0,2019,5,2019.0,5.0
2019-0041,2019-05-11,PASAJERO,FEMENINO,78.0,2019-05-11,1.0,2019,5,2019.0,5.0
2019-0042,2019-05-14,PEATON,MASCULINO,39.0,2019-05-14,0.0,2019,5,2019.0,5.0
2019-0043,2019-05-21,CICLISTA,FEMENINO,,2019-05-21,1.0,2019,5,2019.0,5.0
2019-0044,2019-05-27,PEATON,FEMENINO,77.0,2019-05-29,1.0,2019,5,2019.0,5.0
2019-0045,2019-06-03,CONDUCTOR,MASCULINO,33.0,2019-06-03,0.0,2019,6,2019.0,6.0
2019-0046,2019-06-04,PASAJERO,FEMENINO,26.0,2019-06-04,1.0,2019,6,2019.0,6.0
2019-0047,2019-06-06,PEATON,MASCULINO,76.0,2019-06-06,0.0,2019,6,2019.0,6.0
